Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,AI_User_Segment,GPA_Gap
120298,Business,Freshman,3.424,29.9,Ideation,Beginner,1.0,False,13.7,4.0,Allowed_With_Citation,1.0,3.418,67.94,High,Heavy,-0.006
120299,Arts,Sophomore,2.12,0.15,Summarizing_Reading,Beginner,2.0,False,16.26,2.0,Allowed_With_Citation,2.0,2.263,47.11,Medium,Light,0.143
120300,STEM,Junior,3.707,16.76,Copywriting/Drafting,Beginner,2.0,True,5.15,4.0,Actively_Encouraged,6.0,3.977,82.45,High,Heavy,0.27
120301,Arts,Senior,2.891,7.99,Ideation,Advanced,3.0,False,3.05,4.0,Actively_Encouraged,3.0,3.247,79.65,Low,Moderate,0.356
120302,STEM,Junior,3.147,14.79,Ideation,Beginner,2.0,True,12.05,6.0,Actively_Encouraged,1.0,3.512,71.56,Medium,Moderate,0.365
120303,Business,Freshman,2.31,0.73,Summarizing_Reading,Beginner,1.0,True,5.32,4.0,Actively_Encouraged,7.0,2.256,67.19,Medium,Light,-0.054
120304,STEM,Graduate,2.852,0.05,Debugging/Troubleshooting,Intermediate,2.0,False,9.45,4.0,Allowed_With_Citation,4.0,3.309,89.76,High,Light,0.457
120305,Business,Senior,3.102,33.38,Ideation,Advanced,4.0,True,14.33,7.0,Strict_Ban,9.0,3.481,83.2,High,Heavy,0.379
120306,Business,Senior,3.006,10.11,Ideation,Advanced,3.0,True,3.84,3.0,Allowed_With_Citation,7.0,3.222,99.06,Medium,Moderate,0.216
120307,Humanities,Junior,3.625,5.28,Copywriting/Drafting,Intermediate,1.0,False,15.29,5.0,Allowed_With_Citation,6.0,3.948,77.2,Medium,Moderate,0.323
120308,STEM,Junior,3.577,7.3,Ideation,Intermediate,2.0,False,7.94,3.0,Actively_Encouraged,3.0,3.949,60.55,Medium,Moderate,0.372
120309,Business,Graduate,3.687,8.83,Debugging/Troubleshooting,Beginner,3.0,True,5.85,3.0,Allowed_With_Citation,7.0,3.934,70.49,Medium,Moderate,0.247
120310,Arts,Junior,2.947,2.73,Summarizing_Reading,Beginner,3.0,False,16.01,1.0,Allowed_With_Citation,4.0,3.052,85.32,Medium,Light,0.105
120311,Humanities,Freshman,2.871,14.61,Direct_Answer_Generation,Beginner,3.0,False,6.63,3.0,Allowed_With_Citation,4.0,3.034,79.19,Medium,Moderate,0.163
120312,STEM,Graduate,2.817,3.97,Debugging/Troubleshooting,Advanced,5.0,False,11.27,3.0,Actively_Encouraged,5.0,3.317,97.24,Low,Light,0.5
120313,STEM,Junior,2.483,6.37,Ideation,Intermediate,3.0,False,8.29,4.0,Strict_Ban,3.0,2.488,85.89,Low,Moderate,0.005
120314,Medical,Freshman,3.081,11.21,Copywriting/Drafting,Beginner,1.0,False,2.18,4.0,Allowed_With_Citation,5.0,3.101,56.96,Medium,Moderate,0.02
120315,Humanities,Junior,3.965,15.02,Copywriting/Drafting,Intermediate,2.0,True,6.32,3.0,Allowed_With_Citation,5.0,4.0,83.69,Low,Heavy,0.035
120316,STEM,Freshman,3.018,0.23,Debugging/Troubleshooting,Beginner,3.0,False,14.72,5.0,Allowed_With_Citation,9.0,3.341,98.07,Low,Light,0.323
120317,Arts,Junior,3.549,11.29,Ideation,Beginner,1.0,False,2.59,3.0,Allowed_With_Citation,2.0,3.716,70.18,Medium,Moderate,0.167
120318,Business,Senior,2.94,6.77,Summarizing_Reading,Beginner,1.0,True,7.33,5.0,Strict_Ban,6.0,3.307,88.42,High,Moderate,0.367
120319,STEM,Junior,3.165,2.45,Ideation,Advanced,5.0,True,14.67,3.0,Strict_Ban,4.0,3.338,69.92,Medium,Light,0.173
120320,Medical,Sophomore,3.899,7.05,Direct_Answer_Generation,Beginner,3.0,False,12.2,2.0,Allowed_With_Citation,5.0,4.0,79.33,Low,Moderate,0.101
120321,Business,Graduate,3.666,7.33,Direct_Answer_Generation,Beginner,2.0,True,13.41,2.0,Actively_Encouraged,4.0,3.963,97.08,High,Moderate,0.297
120322,Business,Graduate,3.055,1.38,Direct_Answer_Generation,Intermediate,2.0,False,6.5,3.0,Allowed_With_Citation,4.0,3.26,94.78,Medium,Light,0.205
120323,Humanities,Sophomore,2.672,5.12,Direct_Answer_Generation,Beginner,1.0,True,9.39,3.0,Allowed_With_Citation,2.0,3.057,64.01,High,Moderate,0.385
120324,Medical,Junior,1.909,0.87,Debugging/Troubleshooting,Advanced,4.0,False,15.5,2.0,Actively_Encouraged,4.0,2.512,80.98,Low,Light,0.603
120325,STEM,Graduate,3.741,10.14,Ideation,Beginner,2.0,True,13.66,4.0,Allowed_With_Citation,5.0,4.0,76.27,Medium,Moderate,0.259
120326,STEM,Freshman,2.262,11.53,Debugging/Troubleshooting,Beginner,2.0,True,8.16,5.0,Strict_Ban,6.0,2.253,47.49,Medium,Moderate,-0.009
120327,STEM,Sophomore,3.617,6.87,Ideation,Beginner,3.0,False,10.37,4.0,Actively_Encouraged,6.0,3.907,58.34,High,Moderate,0.29
120328,Arts,Junior,3.164,7.33,Copywriting/Drafting,Intermediate,4.0,True,15.78,4.0,Allowed_With_Citation,5.0,3.374,67.82,Medium,Moderate,0.21
120329,Business,Freshman,3.4,12.5,Ideation,Advanced,3.0,True,10.75,4.0,Allowed_With_Citation,5.0,3.383,100.0,Low,Moderate,-0.017
120330,Business,Sophomore,3.755,2.06,Ideation,Beginner,3.0,False,14.01,3.0,Actively_Encouraged,2.0,3.975,64.38,Medium,Light,0.22
120331,STEM,Junior,2.913,2.41,Debugging/Troubleshooting,Advanced,5.0,True,6.63,4.0,Actively_Encouraged,8.0,3.195,88.74,Medium,Light,0.282
120332,Business,Sophomore,3.471,4.88,Summarizing_Reading,Beginner,3.0,False,7.78,4.0,Actively_Encouraged,6.0,3.742,82.24,Medium,Light,0.271
120333,Arts,Senior,3.572,5.45,Copywriting/Drafting,Advanced,3.0,True,11.51,4.0,Actively_Encouraged,4.0,3.89,82.74,Low,Moderate,0.318
120334,Humanities,Sophomore,3.479,0.58,Copywriting/Drafting,Intermediate,2.0,False,15.25,4.0,Allowed_With_Citation,7.0,3.669,93.89,Medium,Light,0.19
120335,Arts,Freshman,2.918,13.49,Ideation,Intermediate,2.0,False,15.87,5.0,Strict_Ban,4.0,3.1,63.29,Medium,Moderate,0.182
120336,Humanities,Senior,3.191,7.97,Debugging/Troubleshooting,Beginner,3.0,True,10.33,2.0,Allowed_With_Citation,6.0,3.52,84.46,Medium,Moderate,0.329
120337,Arts,Junior,3.242,11.52,Copywriting/Drafting,Intermediate,5.0,False,3.22,5.0,Allowed_With_Citation,6.0,3.425,78.9,Medium,Moderate,0.183
120338,STEM,Senior,2.726,1.42,Debugging/Troubleshooting,Advanced,4.0,False,12.09,3.0,Allowed_With_Citation,2.0,3.446,98.23,Medium,Light,0.72
120339,Business,Sophomore,3.342,0.86,Ideation,Intermediate,4.0,False,18.46,1.0,Strict_Ban,2.0,3.575,69.84,Low,Light,0.233
120340,Medical,Freshman,3.963,24.01,Ideation,Advanced,4.0,True,15.06,5.0,Actively_Encouraged,5.0,4.0,94.5,Medium,Heavy,0.037
120341,Medical,Freshman,3.042,1.04,Summarizing_Reading,Intermediate,3.0,False,11.53,1.0,Allowed_With_Citation,2.0,3.027,66.83,Low,Light,-0.015
120342,STEM,Senior,3.01,16.25,Debugging/Troubleshooting,Beginner,1.0,True,11.8,6.0,Allowed_With_Citation,3.0,3.245,67.23,High,Heavy,0.235
120343,Humanities,Sophomore,3.142,2.88,Copywriting/Drafting,Advanced,3.0,False,7.58,1.0,Allowed_With_Citation,2.0,3.288,79.73,Medium,Light,0.146
120344,STEM,Graduate,3.395,40.0,Summarizing_Reading,Beginner,3.0,True,10.88,8.0,Actively_Encouraged,7.0,3.562,52.56,High,Heavy,0.167
120345,Medical,Senior,3.565,1.51,Copywriting/Drafting,Beginner,1.0,False,8.79,2.0,Allowed_With_Citation,1.0,3.787,72.17,Medium,Light,0.222
120346,Business,Freshman,3.946,0.27,Ideation,Advanced,4.0,False,7.04,2.0,Actively_Encouraged,3.0,4.0,90.66,Low,Light,0.054
120347,Humanities,Graduate,3.715,2.91,Summarizing_Reading,Intermediate,3.0,False,11.37,2.0,Strict_Ban,2.0,3.885,97.79,Medium,Light,0.17
120348,STEM,Freshman,2.094,1.42,Debugging/Troubleshooting,Intermediate,4.0,False,19.54,3.0,Allowed_With_Citation,1.0,2.387,63.86,High,Light,0.293
120349,Medical,Junior,2.228,12.78,Ideation,Beginner,1.0,True,3.17,3.0,Allowed_With_Citation,2.0,2.606,64.99,High,Moderate,0.378
120350,Business,Junior,3.549,10.67,Copywriting/Drafting,Intermediate,2.0,True,11.87,5.0,Strict_Ban,2.0,3.942,87.2,Medium,Moderate,0.393
120351,STEM,Freshman,3.348,28.04,Direct_Answer_Generation,Intermediate,1.0,False,10.21,6.0,Actively_Encouraged,6.0,3.092,46.15,Medium,Heavy,-0.256
120352,Humanities,Freshman,3.252,5.54,Direct_Answer_Generation,Beginner,1.0,False,1.0,5.0,Allowed_With_Citation,4.0,3.158,66.37,Medium,Moderate,-0.094
120353,STEM,Junior,1.868,6.74,Debugging/Troubleshooting,Beginner,1.0,True,10.08,4.0,Actively_Encouraged,5.0,2.189,58.08,Medium,Moderate,0.321
120354,Business,Senior,3.263,4.43,Direct_Answer_Generation,Intermediate,4.0,True,12.37,3.0,Actively_Encouraged,2.0,3.53,84.98,Medium,Light,0.267
120355,Medical,Sophomore,3.443,14.23,Summarizing_Reading,Beginner,3.0,False,10.59,4.0,Allowed_With_Citation,3.0,3.419,70.08,Low,Moderate,-0.024
120356,Arts,Junior,3.494,6.0,Copywriting/Drafting,Advanced,4.0,True,13.57,1.0,Allowed_With_Citation,5.0,3.865,64.76,Low,Moderate,0.371
120357,Humanities,Sophomore,3.706,7.98,Copywriting/Drafting,Advanced,4.0,False,17.47,1.0,Strict_Ban,2.0,3.976,73.66,Low,Moderate,0.27
120358,Arts,Junior,3.182,5.97,Copywriting/Drafting,Beginner,1.0,False,11.82,4.0,Strict_Ban,2.0,3.343,85.89,Low,Moderate,0.161
120359,Humanities,Junior,3.72,2.68,Summarizing_Reading,Intermediate,2.0,True,14.49,5.0,Strict_Ban,7.0,3.937,89.38,Low,Light,0.217
120360,STEM,Graduate,3.297,10.99,Direct_Answer_Generation,Beginner,2.0,True,3.79,2.0,Strict_Ban,3.0,3.324,59.99,High,Moderate,0.027
120361,Medical,Graduate,3.093,1.94,Ideation,Beginner,1.0,False,9.17,1.0,Strict_Ban,4.0,3.424,82.09,Medium,Light,0.331
120362,Humanities,Graduate,2.887,8.47,Summarizing_Reading,Advanced,4.0,False,10.27,3.0,Actively_Encouraged,4.0,3.105,75.54,Low,Moderate,0.218
120363,Humanities,Freshman,2.994,2.54,Copywriting/Drafting,Beginner,3.0,False,1.98,2.0,Allowed_With_Citation,3.0,2.966,88.41,Low,Light,-0.028
120364,Medical,Junior,3.584,3.32,Copywriting/Drafting,Beginner,1.0,False,12.56,1.0,Allowed_With_Citation,3.0,3.789,83.8,Medium,Light,0.205
120365,STEM,Junior,3.237,1.3,Debugging/Troubleshooting,Beginner,3.0,False,10.17,2.0,Actively_Encouraged,2.0,3.233,86.47,Medium,Light,-0.004
120366,Arts,Senior,2.847,22.4,Debugging/Troubleshooting,Advanced,3.0,False,11.17,6.0,Allowed_With_Citation,6.0,3.384,76.66,High,Heavy,0.537
120367,Medical,Sophomore,3.733,0.09,Summarizing_Reading,Advanced,5.0,False,11.56,4.0,Allowed_With_Citation,7.0,3.814,88.27,Low,Light,0.081
120368,Business,Junior,3.634,5.44,Ideation,Beginner,2.0,False,15.93,2.0,Strict_Ban,5.0,4.0,65.61,Low,Moderate,0.366
120369,STEM,Junior,3.266,13.18,Debugging/Troubleshooting,Beginner,3.0,False,4.47,3.0,Allowed_With_Citation,4.0,3.449,68.28,High,Moderate,0.183
120370,Humanities,Freshman,3.782,0.84,Copywriting/Drafting,Advanced,5.0,False,15.12,3.0,Allowed_With_Citation,5.0,3.856,95.61,Low,Light,0.074
120371,STEM,Junior,3.023,2.67,Summarizing_Reading,Beginner,2.0,False,12.27,3.0,Allowed_With_Citation,3.0,3.258,76.9,Medium,Light,0.235
120372,Humanities,Sophomore,2.105,14.57,Copywriting/Drafting,Advanced,5.0,False,6.25,5.0,Strict_Ban,8.0,2.078,56.19,High,Moderate,-0.027
120373,Arts,Freshman,3.001,1.24,Direct_Answer_Generation,Intermediate,3.0,False,9.49,2.0,Actively_Encouraged,3.0,3.084,62.85,Medium,Light,0.083
120374,Humanities,Sophomore,3.119,1.19,Summarizing_Reading,Beginner,1.0,True,2.83,3.0,Allowed_With_Citation,1.0,3.074,75.97,Medium,Light,-0.045
120375,Humanities,Freshman,2.498,2.66,Summarizing_Reading,Beginner,2.0,False,13.14,2.0,Allowed_With_Citation,5.0,2.704,73.12,Low,Light,0.206
120376,Business,Freshman,3.523,0.01,Direct_Answer_Generation,Intermediate,2.0,False,23.97,1.0,Allowed_With_Citation,1.0,3.929,100.0,Low,Light,0.406
120377,Business,Senior,3.214,11.54,Ideation,Beginner,2.0,False,18.2,3.0,Strict_Ban,3.0,3.593,54.0,High,Moderate,0.379
120378,Arts,Graduate,3.551,1.81,Copywriting/Drafting,Beginner,2.0,False,4.36,4.0,Allowed_With_Citation,8.0,3.595,76.72,High,Light,0.044
120379,Humanities,Senior,3.305,0.84,Direct_Answer_Generation,Beginner,2.0,False,12.03,1.0,Actively_Encouraged,3.0,3.73,92.73,Medium,Light,0.425
120380,Arts,Sophomore,3.074,0.48,Debugging/Troubleshooting,Intermediate,4.0,True,15.59,4.0,Actively_Encouraged,1.0,3.465,75.99,Low,Light,0.391
120381,Business,Sophomore,3.527,9.22,Ideation,Beginner,3.0,True,5.79,3.0,Allowed_With_Citation,5.0,3.776,57.66,Medium,Moderate,0.249
120382,Humanities,Junior,3.142,21.48,Copywriting/Drafting,Beginner,1.0,True,9.3,4.0,Allowed_With_Citation,3.0,3.483,79.95,High,Heavy,0.341
120383,STEM,Graduate,1.52,3.84,Debugging/Troubleshooting,Advanced,3.0,False,18.75,1.0,Actively_Encouraged,3.0,2.298,76.27,Medium,Light,0.778
120384,Humanities,Freshman,3.633,15.15,Copywriting/Drafting,Intermediate,1.0,False,5.33,6.0,Allowed_With_Citation,7.0,3.71,82.1,Medium,Heavy,0.077
120385,Business,Junior,3.457,17.76,Ideation,Beginner,3.0,True,4.62,5.0,Actively_Encouraged,5.0,3.582,75.36,Low,Heavy,0.125
120386,STEM,Junior,3.713,6.91,Ideation,Advanced,3.0,False,13.05,5.0,Actively_Encouraged,4.0,4.0,80.25,Medium,Moderate,0.287
120387,Medical,Graduate,2.684,4.38,Summarizing_Reading,Beginner,2.0,False,15.1,6.0,Actively_Encouraged,6.0,3.003,78.02,Low,Light,0.319
120388,Business,Junior,3.379,4.43,Copywriting/Drafting,Intermediate,2.0,True,9.49,3.0,Actively_Encouraged,5.0,3.784,85.36,Low,Light,0.405
120389,Medical,Senior,3.632,7.6,Summarizing_Reading,Beginner,1.0,False,13.59,4.0,Actively_Encouraged,4.0,4.0,59.62,High,Moderate,0.368
120390,STEM,Freshman,3.283,22.86,Debugging/Troubleshooting,Beginner,3.0,True,6.85,5.0,Allowed_With_Citation,5.0,3.291,66.22,Medium,Heavy,0.008
120391,Humanities,Sophomore,3.541,7.44,Copywriting/Drafting,Advanced,4.0,True,13.78,5.0,Actively_Encouraged,2.0,3.844,79.54,Low,Moderate,0.303
120392,STEM,Junior,3.719,4.21,Debugging/Troubleshooting,Beginner,1.0,True,17.19,1.0,Allowed_With_Citation,5.0,3.973,71.92,Low,Light,0.254
120393,STEM,Senior,2.854,8.77,Ideation,Intermediate,3.0,False,7.83,5.0,Strict_Ban,4.0,3.399,65.89,Medium,Moderate,0.545
120394,Arts,Graduate,3.417,16.85,Ideation,Advanced,4.0,True,8.89,7.0,Allowed_With_Citation,2.0,3.624,82.63,Medium,Heavy,0.207
120395,STEM,Junior,3.69,11.71,Copywriting/Drafting,Beginner,2.0,False,5.72,6.0,Allowed_With_Citation,8.0,3.873,67.61,Medium,Moderate,0.183
120396,Humanities,Sophomore,3.056,1.78,Ideation,Advanced,5.0,False,5.83,2.0,Strict_Ban,1.0,3.008,62.87,Low,Light,-0.048
120397,STEM,Junior,3.351,36.56,Debugging/Troubleshooting,Advanced,3.0,True,6.45,5.0,Allowed_With_Citation,4.0,4.0,96.65,High,Heavy,0.649
120398,Humanities,Senior,3.882,3.43,Summarizing_Reading,Advanced,3.0,False,10.24,6.0,Allowed_With_Citation,7.0,3.862,99.3,Low,Light,-0.02
120399,Arts,Senior,2.983,0.2,Ideation,Beginner,2.0,False,12.38,2.0,Strict_Ban,5.0,3.326,77.28,High,Light,0.343
120400,Business,Graduate,3.031,0.31,Ideation,Advanced,3.0,True,8.7,1.0,Allowed_With_Citation,6.0,3.292,70.7,Low,Light,0.261
120401,Business,Freshman,2.303,24.67,Copywriting/Drafting,Beginner,3.0,False,10.23,6.0,Allowed_With_Citation,3.0,2.319,70.1,High,Heavy,0.016
120402,Humanities,Senior,3.602,33.2,Debugging/Troubleshooting,Advanced,3.0,True,2.5,6.0,Strict_Ban,8.0,3.823,76.56,High,Heavy,0.221
120403,Medical,Freshman,3.472,2.89,Summarizing_Reading,Beginner,1.0,True,14.08,5.0,Actively_Encouraged,8.0,3.624,78.83,Medium,Light,0.152
120404,Business,Sophomore,3.549,1.97,Summarizing_Reading,Intermediate,1.0,False,15.15,4.0,Allowed_With_Citation,4.0,3.43,86.8,High,Light,-0.119
120405,Humanities,Freshman,3.409,0.53,Direct_Answer_Generation,Beginner,1.0,False,15.23,3.0,Strict_Ban,1.0,3.199,46.78,Medium,Light,-0.21
120406,Humanities,Senior,3.7,11.36,Summarizing_Reading,Beginner,1.0,True,14.25,6.0,Actively_Encouraged,3.0,4.0,94.54,High,Moderate,0.3
120407,Medical,Graduate,3.319,4.78,Summarizing_Reading,Beginner,1.0,False,6.52,3.0,Strict_Ban,5.0,3.421,100.0,Medium,Light,0.102
120408,Business,Freshman,3.65,3.07,Summarizing_Reading,Intermediate,3.0,False,14.49,3.0,Strict_Ban,5.0,3.696,70.14,Low,Light,0.046
120409,Business,Senior,3.424,2.98,Ideation,Intermediate,3.0,False,15.12,5.0,Allowed_With_Citation,3.0,3.897,89.72,Low,Light,0.473
120410,Humanities,Sophomore,3.212,5.6,Copywriting/Drafting,Advanced,3.0,True,7.74,3.0,Allowed_With_Citation,2.0,3.183,96.16,Medium,Moderate,-0.029
120411,STEM,Junior,2.762,4.67,Debugging/Troubleshooting,Intermediate,3.0,False,13.82,4.0,Allowed_With_Citation,3.0,2.982,80.17,Low,Light,0.22
120412,Business,Senior,2.374,3.06,Ideation,Intermediate,1.0,False,5.61,3.0,Actively_Encouraged,5.0,2.692,73.19,Medium,Light,0.318
120413,Business,Junior,3.249,1.16,Direct_Answer_Generation,Beginner,3.0,True,8.29,3.0,Allowed_With_Citation,5.0,3.416,60.21,Low,Light,0.167
120414,Business,Sophomore,3.648,11.1,Summarizing_Reading,Intermediate,2.0,True,17.57,2.0,Allowed_With_Citation,1.0,3.846,88.09,Medium,Moderate,0.198
120415,Business,Graduate,2.766,2.43,Debugging/Troubleshooting,Beginner,3.0,False,8.11,1.0,Allowed_With_Citation,3.0,2.849,77.4,High,Light,0.083
120416,STEM,Junior,3.131,20.84,Copywriting/Drafting,Beginner,1.0,True,15.73,5.0,Allowed_With_Citation,2.0,3.456,85.52,Low,Heavy,0.325
120417,Arts,Graduate,2.903,4.36,Summarizing_Reading,Intermediate,3.0,False,13.64,3.0,Allowed_With_Citation,5.0,3.284,78.11,Medium,Light,0.381
120418,Medical,Senior,3.339,18.37,Summarizing_Reading,Advanced,5.0,True,7.14,7.0,Strict_Ban,8.0,3.477,79.7,High,Heavy,0.138
120419,Medical,Graduate,3.031,4.1,Summarizing_Reading,Beginner,1.0,True,11.58,1.0,Strict_Ban,4.0,3.167,76.84,Medium,Light,0.136
120420,Humanities,Sophomore,3.406,3.89,Direct_Answer_Generation,Intermediate,4.0,True,9.55,3.0,Allowed_With_Citation,3.0,3.592,85.59,Low,Light,0.186
120421,Humanities,Graduate,3.337,5.51,Ideation,Beginner,3.0,True,3.91,1.0,Actively_Encouraged,1.0,3.491,73.42,High,Moderate,0.154
120422,Arts,Graduate,2.818,4.88,Ideation,Intermediate,4.0,False,12.82,4.0,Actively_Encouraged,3.0,3.21,69.28,Medium,Light,0.392
120423,Business,Sophomore,3.807,23.7,Summarizing_Reading,Beginner,1.0,False,13.0,4.0,Actively_Encouraged,4.0,4.0,60.67,Medium,Heavy,0.193
120424,Business,Graduate,3.37,0.06,Ideation,Beginner,2.0,False,16.09,4.0,Allowed_With_Citation,3.0,3.667,72.14,High,Light,0.297
120425,Medical,Senior,3.057,0.91,Summarizing_Reading,Advanced,4.0,False,15.93,1.0,Allowed_With_Citation,1.0,3.258,68.96,Low,Light,0.201
120426,Business,Senior,3.795,11.17,Ideation,Advanced,4.0,True,6.29,4.0,Strict_Ban,4.0,3.932,76.09,Medium,Moderate,0.137
120427,Business,Freshman,2.973,26.55,Debugging/Troubleshooting,Beginner,2.0,False,7.98,7.0,Allowed_With_Citation,10.0,3.317,73.01,Medium,Heavy,0.344
120428,STEM,Freshman,1.85,40.0,Debugging/Troubleshooting,Beginner,2.0,False,6.86,7.0,Allowed_With_Citation,4.0,1.842,61.88,High,Heavy,-0.008
120429,STEM,Senior,2.83,0.95,Copywriting/Drafting,Beginner,2.0,False,11.59,4.0,Strict_Ban,4.0,2.914,88.9,Low,Light,0.084
120430,STEM,Sophomore,3.71,7.3,Direct_Answer_Generation,Intermediate,4.0,False,15.1,1.0,Allowed_With_Citation,4.0,3.721,74.84,Medium,Moderate,0.011
120431,Medical,Freshman,3.805,4.77,Ideation,Advanced,4.0,True,14.01,5.0,Allowed_With_Citation,5.0,4.0,80.16,Low,Light,0.195
120432,Humanities,Sophomore,2.239,7.58,Copywriting/Drafting,Beginner,2.0,False,10.19,4.0,Strict_Ban,5.0,2.385,51.86,Medium,Moderate,0.146
120433,Humanities,Senior,3.579,0.99,Copywriting/Drafting,Beginner,1.0,False,25.33,1.0,Allowed_With_Citation,4.0,4.0,61.22,Low,Light,0.421
120434,Arts,Junior,2.903,4.37,Debugging/Troubleshooting,Beginner,1.0,False,5.74,3.0,Actively_Encouraged,4.0,3.049,78.59,High,Light,0.146
120435,Business,Junior,2.615,4.56,Copywriting/Drafting,Beginner,3.0,False,9.47,4.0,Allowed_With_Citation,4.0,2.951,52.99,Low,Light,0.336
120436,Business,Senior,2.751,1.27,Ideation,Beginner,1.0,False,11.67,4.0,Allowed_With_Citation,6.0,2.939,97.26,High,Light,0.188
120437,STEM,Sophomore,2.211,5.56,Debugging/Troubleshooting,Beginner,1.0,False,15.24,5.0,Allowed_With_Citation,4.0,2.49,80.57,Medium,Moderate,0.279
120438,Arts,Freshman,2.49,7.36,Copywriting/Drafting,Beginner,3.0,False,9.95,2.0,Allowed_With_Citation,5.0,2.417,80.19,Medium,Moderate,-0.073
120439,STEM,Sophomore,2.86,11.64,Debugging/Troubleshooting,Advanced,3.0,False,7.26,3.0,Strict_Ban,3.0,3.224,85.23,Low,Moderate,0.364
120440,STEM,Graduate,2.744,8.58,Debugging/Troubleshooting,Intermediate,3.0,True,7.65,2.0,Actively_Encouraged,5.0,3.051,70.87,Medium,Moderate,0.307
120441,STEM,Junior,3.183,9.55,Debugging/Troubleshooting,Advanced,4.0,False,5.66,4.0,Allowed_With_Citation,2.0,3.72,100.0,Medium,Moderate,0.537
120442,STEM,Junior,2.655,6.97,Debugging/Troubleshooting,Beginner,1.0,False,10.42,3.0,Allowed_With_Citation,6.0,2.819,68.65,Low,Moderate,0.164
120443,STEM,Senior,3.274,0.21,Debugging/Troubleshooting,Intermediate,3.0,False,14.06,2.0,Allowed_With_Citation,1.0,3.417,86.42,Low,Light,0.143
120444,Business,Freshman,3.811,5.59,Ideation,Intermediate,3.0,False,2.06,3.0,Strict_Ban,1.0,3.752,55.23,Medium,Moderate,-0.059
120445,STEM,Senior,3.307,35.79,Debugging/Troubleshooting,Intermediate,3.0,False,11.03,9.0,Allowed_With_Citation,2.0,3.522,77.0,High,Heavy,0.215
120446,Business,Sophomore,3.291,0.51,Direct_Answer_Generation,Intermediate,1.0,False,12.95,2.0,Allowed_With_Citation,2.0,3.822,54.33,Medium,Light,0.531
120447,STEM,Sophomore,3.386,34.45,Summarizing_Reading,Intermediate,2.0,False,10.14,7.0,Strict_Ban,10.0,3.433,70.95,High,Heavy,0.047
120448,STEM,Sophomore,2.9,5.86,Debugging/Troubleshooting,Intermediate,2.0,True,11.13,2.0,Actively_Encouraged,3.0,3.085,55.43,Medium,Moderate,0.185
120449,Business,Freshman,2.66,0.8,Ideation,Intermediate,2.0,False,15.24,3.0,Allowed_With_Citation,1.0,2.829,89.93,Low,Light,0.169
120450,Medical,Sophomore,3.568,1.09,Ideation,Intermediate,3.0,False,20.77,3.0,Allowed_With_Citation,1.0,3.86,75.12,Low,Light,0.292
120451,Arts,Freshman,3.291,5.59,Ideation,Beginner,1.0,False,14.09,5.0,Allowed_With_Citation,8.0,3.379,87.24,Low,Moderate,0.088
120452,Medical,Senior,2.232,5.88,Summarizing_Reading,Beginner,1.0,True,2.88,3.0,Allowed_With_Citation,4.0,2.329,65.83,Medium,Moderate,0.097
120453,Business,Sophomore,3.322,2.08,Debugging/Troubleshooting,Beginner,1.0,False,10.66,3.0,Allowed_With_Citation,3.0,3.941,74.71,Low,Light,0.619
120454,Business,Senior,3.209,4.61,Ideation,Advanced,4.0,True,12.96,2.0,Allowed_With_Citation,3.0,3.614,52.56,Low,Light,0.405
120455,Business,Sophomore,3.959,1.48,Ideation,Beginner,3.0,False,14.45,2.0,Actively_Encouraged,4.0,3.884,52.55,Low,Light,-0.075
120456,Business,Freshman,3.091,3.61,Direct_Answer_Generation,Advanced,4.0,False,10.47,3.0,Strict_Ban,7.0,3.396,75.48,Medium,Light,0.305
120457,STEM,Senior,3.061,3.93,Direct_Answer_Generation,Intermediate,2.0,True,15.67,3.0,Actively_Encouraged,3.0,3.62,78.32,Medium,Light,0.559
120458,Business,Junior,2.687,2.88,Copywriting/Drafting,Intermediate,5.0,True,7.25,1.0,Strict_Ban,3.0,2.77,79.07,Medium,Light,0.083
120459,Humanities,Freshman,3.651,11.64,Copywriting/Drafting,Beginner,2.0,False,17.04,5.0,Allowed_With_Citation,3.0,4.0,64.56,High,Moderate,0.349
120460,Humanities,Junior,2.5,1.13,Copywriting/Drafting,Beginner,2.0,False,7.42,4.0,Strict_Ban,3.0,3.041,60.86,Medium,Light,0.541
120461,Business,Freshman,3.444,4.08,Direct_Answer_Generation,Intermediate,4.0,False,13.12,3.0,Allowed_With_Citation,2.0,3.584,75.43,Low,Light,0.14
120462,STEM,Freshman,2.193,0.94,Debugging/Troubleshooting,Advanced,3.0,False,16.85,2.0,Allowed_With_Citation,5.0,2.911,98.92,Medium,Light,0.718
120463,Humanities,Senior,3.264,17.73,Copywriting/Drafting,Beginner,3.0,False,19.16,4.0,Strict_Ban,3.0,4.0,70.68,Medium,Heavy,0.736
120464,STEM,Sophomore,3.473,40.0,Ideation,Advanced,4.0,False,9.63,10.0,Allowed_With_Citation,5.0,3.682,65.65,High,Heavy,0.209
